,id,name,timezone,label,lat,lon,insee,region,label_region,id_region,zip_code
9,stop_area:SNCF:87694158,Mesvres,Europe/Paris,Mesvres (Mesvres),46.862869,4.244961,71297,Mesvres,Mesvres (71190),admin:fr:71297,71190
10,stop_area:SNCF:87715268,Métabief,Europe/Paris,Métabief (Métabief),46.773497,6.350183,25380,Métabief,Métabief (25370),admin:fr:25380,25370
11,stop_area:SNCF:87192039,Metz,Europe/Paris,Metz (Metz),49.109466,6.177052,57463,Metz,Metz (57000-57070),admin:fr:57463,57000;57070
12,stop_area:SNCF:87192070,Metz Nord,Europe/Paris,Metz Nord (Metz),49.136865,6.167538,57463,Metz,Metz (57000-57070),admin:fr:57463,57000;57070
13,stop_area:SNCF:87182816,Metzeral,Europe/Paris,Metzeral (Metzeral),48.01333,7.073338,68204,Metzeral,Metzeral (68380),admin:fr:68204,68380
14,stop_area:SNCF:87191296,Metzeresche Fontaine,Europe/Paris,Metzeresche Fontaine (Metzeresche),49.299185,6.304945,57464,Metzeresche,Metzeresche (57920),admin:fr:57464,57920
15,stop_area:SNCF:87406835,Metzervisse Centre,Europe/Paris,Metzervisse Centre (Metzervisse),49.315557,6.285255,57465,Metzervisse,Metzervisse (57940),admin:fr:57465,57940
16,stop_area:SNCF:87406843,Metzervisse Église,Europe/Paris,Metzervisse Église (Metzervisse),49.314181,6.282173,57465,Metzervisse,Metzervisse (57940),admin:fr:57465,57940
17,stop_area:SNCF:87193557,Metzing Centre,Europe/Paris,Metzing Centre (Metzing),49.105861,6.95713,57466,Metzing,Metzing (57980),admin:fr:57466,57980
18,stop_area:SNCF:87393108,Meudon,Europe/Paris,Meudon (Meudon),48.814753,2.2411,92048,Meudon,Meudon (92190-92360),admin:fr:92048,92190;92360
19,stop_area:SNCF:87393082,Meudon Val Fleury,Europe/Paris,Meudon Val Fleury (Meudon),48.807962,2.240929,92048,Meudon,Meudon (92190-92360),admin:fr:92048,92190;92360
20,stop_area:SNCF:87381830,Meulan - Hardricourt,Europe/Paris,Meulan - Hardricourt (Hardricourt),49.00564,1.90213,78299,Hardricourt,Hardricourt (78250),admin:fr:78299,78250
21,stop_area:SNCF:87574137,Meung-sur-Loire,Europe/Paris,Meung-sur-Loire (Meung-sur-Loire),47.829954,1.691921,45203,Meung-sur-Loire,Meung-sur-Loire (45130),admin:fr:45203,45130
22,stop_area:SNCF:87345272,Meurchin,Europe/Paris,Meurchin (Meurchin),50.496717,2.892738,62573,Meurchin,Meurchin (62410),admin:fr:62573,62410
23,stop_area:SNCF:87713560,Meursault,Europe/Paris,Meursault (Meursault),46.969165,4.795452,21412,Meursault,Meursault (21190),admin:fr:21412,21190
24,stop_area:SNCF:87147322,Meuse TGV,Europe/Paris,Meuse TGV (Les Trois-Domaines),48.978583,5.271024,55254,Les Trois-Domaines,Les Trois-Domaines (55220),admin:fr:55254,55220
0,stop_area:SNCF:87723585,Meximieux - Pérouges,Europe/Paris,Meximieux - Pérouges (Meximieux),45.901783,5.193296,01244,Meximieux,Meximieux (01800),admin:fr:01244,01800
1,stop_area:SNCF:87594275,Meymac,Europe/Paris,Meymac (Meymac),45.530275,2.163953,19136,Meymac,Meymac (19250),admin:fr:19136,19250
2,stop_area:SNCF:87450064,Meymac - Bourg,Europe/Paris,Meymac - Bourg (Meymac),45.535035,2.146824,19136,Meymac,Meymac (19250),admin:fr:19136,19250
3,stop_area:SNCF:87751370,Meyrargues,Europe/Paris,Meyrargues (Meyrargues),43.644037,5.539566,13059,Meyrargues,Meyrargues (13650),admin:fr:13059,13650
4,stop_area:SNCF:85010066,Meyrin,Europe/Paris,Meyrin (Meyrin),46.22235,6.0769,,Meyrin,Meyrin,admin:osm:relation:1685516,
5,stop_area:SNCF:87725838,Mézériat,Europe/Paris,Mézériat (Mézériat),46.234986,5.046587,01246,Mézériat,Mézériat (01660),admin:fr:01246,01660
6,stop_area:SNCF:87444208,Mézidon-Canon,Europe/Paris,Mézidon-Canon (Mézidon Vallée d'Auge),49.070914,-0.07491399999999999,14431,Mézidon Vallée d'Auge,Mézidon Vallée d'Auge (14140-14370),admin:fr:14431,14140;14370
7,stop_area:SNCF:87299834,Miannay,Europe/Paris,Miannay (Miannay),50.09724,1.72142,80546,Miannay,Miannay (80132),admin:fr:80546,80132
8,stop_area:SNCF:85010140,Mies,Europe/Paris,Mies (Mies),46.299879,6.169566,,Mies,Mies (1295),admin:osm:relation:1685048,1295
9,stop_area:SNCF:87575704,Mignaloux - Nouaillé,Europe/Paris,Mignaloux - Nouaillé (Mignaloux-Beauvoir),46.526258,0.411955,86157,Mignaloux-Beauvoir,Mignaloux-Beauvoir (86550),admin:fr:86157,86550
10,stop_area:SNCF:87775098,Milhaud,Europe/Paris,Milhaud (Milhaud),43.788489,4.303327,30169,Milhaud,Milhaud (30540),admin:fr:30169,30540
11,stop_area:SNCF:87705467,Millançay Bourg,Europe/Paris,Millançay Bourg (Millançay),47.447587,1.772881,41140,Millançay,Millançay (41200),admin:fr:41140,41200
12,stop_area:SNCF:87784546,Millas,Europe/Paris,Millas (Millas),42.688896,2.69375,66108,Millas,Millas (66170),admin:fr:66108,66170
13,stop_area:SNCF:87783001,Millau,Europe/Paris,Millau (Millau),44.102344,3.07457,12145,Millau,Millau (12100),admin:fr:12145,12100
14,stop_area:SNCF:87313700,Milly-sur-Thérain,Europe/Paris,Milly-sur-Thérain (Milly-sur-Thérain),49.503848,1.988745,60403,Milly-sur-Thérain,Milly-sur-Thérain (60112),admin:fr:60403,60112
15,stop_area:SNCF:87478131,Miniac,Europe/Paris,Miniac (Miniac-Morvan),48.531513,-1.914787,35179,Miniac-Morvan,Miniac-Morvan (35540),admin:fr:35179,35540
16,stop_area:SNCF:87639922,Minversheim Rue Principale,Europe/Paris,Minversheim Rue Principale (Minversheim),48.784366,7.620869,67293,Minversheim,Minversheim (67270),admin:fr:67293,67270
17,stop_area:SNCF:87723726,Mionnay,Europe/Paris,Mionnay (Mionnay),45.896876,4.919836,01248,Mionnay,Mionnay (01390),admin:fr:01248,01390
18,stop_area:SNCF:87700351,Mionnay Mairie,Europe/Paris,Mionnay Mairie (Mionnay),45.895407,4.930559,01248,Mionnay,Mionnay (01390),admin:fr:01248,01390
19,stop_area:SNCF:87753004,Miramas,Europe/Paris,Miramas (Miramas),43.580737,4.999565,13063,Miramas,Miramas (13140),admin:fr:13063,13140
20,stop_area:SNCF:87342030,Miraumont,Europe/Paris,Miraumont (Miraumont),50.095928,2.734593,80549,Miraumont,Miraumont (80300),admin:fr:80549,80300
21,stop_area:SNCF:87144212,Mirecourt,Europe/Paris,Mirecourt (Mirecourt),48.299249,6.129964,88304,Mirecourt,Mirecourt (88500),admin:fr:88304,88500
22,stop_area:SNCF:87715821,Mirecourt Hôpital,Europe/Paris,Mirecourt Hôpital (Mirecourt),48.305636,6.13382,88304,Mirecourt,Mirecourt (88500),admin:fr:88304,88500
23,stop_area:SNCF:87405993,Mirecourt Lycée Agricole,Europe/Paris,Mirecourt Lycée Agricole (Mirecourt),48.293598,6.132072,88304,Mirecourt,Mirecourt (88500),admin:fr:88304,88500
24,stop_area:SNCF:87723528,Miribel,Europe/Paris,Miribel (Miribel),45.822091,4.953922,01249,Miribel,Miribel (01700),admin:fr:01249,01700
0,stop_area:SNCF:87698571,Miribel - Élysée - RD1084,Europe/Paris,Miribel - Élysée - RD1084 (Miribel),45.824463,4.95419,01249,Miribel,Miribel (01700),admin:fr:01249,01700
1,stop_area:SNCF:87271528,Mitry - Claye,Europe/Paris,Mitry - Claye (Mitry-Mory),48.975758,2.642472,77294,Mitry-Mory,Mitry-Mory (77290),admin:fr:77294,77290
2,stop_area:SNCF:87215327,Mittersheim Centre,Europe/Paris,Mittersheim Centre (Mittersheim),48.861886,6.941723,57469,Mittersheim,Mittersheim (57930),admin:fr:57469,57930
3,stop_area:SNCF:87407148,Mittersheim l'Escale,Europe/Paris,Mittersheim l'Escale (Mittersheim),48.860358,6.933793,57469,Mittersheim,Mittersheim (57930),admin:fr:57469,57930
4,stop_area:SNCF:87742007,Modane,Europe/Paris,Modane (Modane),45.193555,6.659139,73157,Modane,Modane (73500),admin:fr:73157,73500
5,stop_area:SNCF:87172155,Mohon,Europe/Paris,Mohon (Charleville-Mézières),49.752755,4.733691,08105,Charleville-Mézières,Charleville-Mézières (08000),admin:fr:08105,08000
6,stop_area:SNCF:87747329,Moirans,Europe/Paris,Moirans (Moirans),45.32216,5.581934,38239,Moirans,Moirans (38430),admin:fr:38239,38430
7,stop_area:SNCF:87747691,Moirans la Galifette,Europe/Paris,Moirans la Galifette (Moirans),45.323995,5.564929,38239,Moirans,Moirans (38430),admin:fr:38239,38430
8,stop_area:SNCF:87611889,Moissac,Europe/Paris,Moissac (Moissac),44.102173,1.077277,82112,Moissac,Moissac (82200),admin:fr:82112,82200
9,stop_area:SNCF:87743591,Molinges,Europe/Paris,Molinges (Chassal-Molinges),46.357103,5.768117,39339,Chassal-Molinges,Chassal-Molinges (39360),admin:fr:39339,39360
10,stop_area:SNCF:87214577,Molsheim,Europe/Paris,Molsheim (Molsheim),48.537151,7.500284,67300,Molsheim,Molsheim (67120),admin:fr:67300,67120
11,stop_area:SNCF:87212142,Mommenheim,Europe/Paris,Mommenheim (Mommenheim),48.755951,7.642303,67301,Mommenheim,Mommenheim (67670),admin:fr:67301,67670
12,stop_area:SNCF:87754549,Mon Idée,Europe/Paris,Mon Idée (Auvillers-les-Forges),49.872526,4.37965,08037,Auvillers-les-Forges,Auvillers-les-Forges (08260),admin:fr:08037,08260
13,stop_area:SNCF:87756403,Monaco Monte Carlo,Europe/Paris,Monaco Monte Carlo (Monaco),43.738414,7.419747,,Monaco,Monaco,admin:osm:relation:2220322,
14,stop_area:SNCF:87644005,Mondoubleau Rue Leroy,Europe/Paris,Mondoubleau Rue Leroy (Mondoubleau),47.982064,0.899916,41143,Mondoubleau,Mondoubleau (41170),admin:fr:41143,41170
15,stop_area:SNCF:87332635,Mondoubleau Station Total,Europe/Paris,Mondoubleau Station Total (Mondoubleau),47.980017,0.893361,41143,Mondoubleau,Mondoubleau (41170),admin:fr:41143,41170
16,stop_area:SNCF:87747592,Monestier-de-Clermont,Europe/Paris,Monestier-de-Clermont (Monestier-de-Clermont),44.912002,5.633977,38242,Monestier-de-Clermont,Monestier-de-Clermont (38650),admin:fr:38242,38650
17,stop_area:SNCF:87697524,Monestier-de-Clermont - Centre,Europe/Paris,Monestier-de-Clermont - Centre (Monestier-de-Clermont),44.916262,5.634443,38242,Monestier-de-Clermont,Monestier-de-Clermont (38650),admin:fr:38242,38650
18,stop_area:SNCF:87683557,Monéteau - Gurgy,Europe/Paris,Monéteau - Gurgy (Monéteau),47.850756,3.579947,89263,Monéteau,Monéteau (89470),admin:fr:89263,89470
19,stop_area:SNCF:87734335,Monistrol-d'Allier,Europe/Paris,Monistrol-d'Allier (Monistrol-d'Allier),44.969665,3.650042,43136,Monistrol-d'Allier,Monistrol-d'Allier (43580),admin:fr:43136,43580
20,stop_area:SNCF:87574681,Monnaie,Europe/Paris,Monnaie (Monnaie),47.498981,0.79333,37153,Monnaie,Monnaie (37380),admin:fr:37153,37380
21,stop_area:SNCF:87427393,Monnaie Jean-Baptiste Moreau,Europe/Paris,Monnaie Jean-Baptiste Moreau (Monnaie),47.502397,0.79079,37153,Monnaie,Monnaie (37380),admin:fr:37153,37380
22,stop_area:SNCF:87689729,Monnaie-Gendarmerie,Europe/Paris,Monnaie-Gendarmerie (Monnaie),47.504091,0.7940199999999999,37153,Monnaie,Monnaie (37380),admin:fr:37153,37380
23,stop_area:SNCF:87545111,Monnerville,Europe/Paris,Monnerville (Monnerville),48.348492,2.032059,91414,Monnerville,Monnerville (91930),admin:fr:91414,91930
24,stop_area:SNCF:87586453,Monsempron-Libos,Europe/Paris,Monsempron-Libos (Monsempron-Libos),44.486391,0.94142,47179,Monsempron-Libos,Monsempron-Libos (47500),admin:fr:47179,47500
0,stop_area:SNCF:87287128,Mont de Terre,Europe/Paris,Mont de Terre (Lille),50.618045,3.096004,59350,Lille,Lille (59000-59800),admin:fr:59350,59000;59800
1,stop_area:SNCF:87763508,Mont-Dauphin - Guillestre,Europe/Paris,Mont-Dauphin - Guillestre (Eygliers),44.674625,6.61561,05052,Eygliers,Eygliers (05600),admin:fr:05052,05600
2,stop_area:SNCF:87671016,Mont-de-Marsan,Europe/Paris,Mont-de-Marsan (Mont-de-Marsan),43.884898,-0.50466,40192,Mont-de-Marsan,Mont-de-Marsan (40000),admin:fr:40192,40000
3,stop_area:SNCF:87784793,Mont-Louis - La Cabanasse,Europe/Paris,Mont-Louis - La Cabanasse (La Cabanasse),42.50209,2.113138,66027,La Cabanasse,La Cabanasse (66210),admin:fr:66027,66210
4,stop_area:SNCF:87141143,Mont-sur-Meurthe,Europe/Paris,Mont-sur-Meurthe (Mont-sur-Meurthe),48.559964,6.449774,54383,Mont-sur-Meurthe,Mont-sur-Meurthe (54360),admin:fr:54383,54360
5,stop_area:SNCF:87594135,Montaignac,Europe/Paris,Montaignac (Montaignac-sur-Doustre),45.35469,1.979753,19143,Montaignac-sur-Doustre,Montaignac-sur-Doustre (19300),admin:fr:19143,19300
6,stop_area:SNCF:87481465,Montaigu,Europe/Paris,Montaigu (Montaigu-Vendée),46.98372,-1.316189,85146,Montaigu-Vendée,Montaigu-Vendée (85600),admin:fr:85146,85600
7,stop_area:SNCF:87597674,Montaigut,Europe/Paris,Montaigut (Montaigut-le-Blanc),46.136742,1.734106,23132,Montaigut-le-Blanc,Montaigut-le-Blanc (23320),admin:fr:23132,23320
8,stop_area:SNCF:87718221,Montain - Lavigny,Europe/Paris,Montain - Lavigny (Montain),46.715496,5.585196,39349,Montain,Montain (39210),admin:fr:39349,39210
9,stop_area:SNCF:87684001,Montargis,Europe/Paris,Montargis (Montargis),48.006862,2.742783,45208,Montargis,Montargis (45200),admin:fr:45208,45200
10,stop_area:SNCF:87338574,Montargis Gare Routière,Europe/Paris,Montargis Gare Routière (Montargis),48.006876,2.743682,45208,Montargis,Montargis (45200),admin:fr:45208,45200
11,stop_area:SNCF:87615369,Montastruc-la-Conseillère,Europe/Paris,Montastruc-la-Conseillère (Montastruc-la-Conseillère),43.715984,1.598016,31358,Montastruc-la-Conseillère,Montastruc-la-Conseillère (31380),admin:fr:31358,31380
12,stop_area:SNCF:87165852,Montastruc-la-Conseillère RN 88,Europe/Paris,Montastruc-la-Conseillère RN 88 (Montastruc-la-Conseillère),43.722992,1.586781,31358,Montastruc-la-Conseillère,Montastruc-la-Conseillère (31380),admin:fr:31358,31380
13,stop_area:SNCF:87276618,Montataire,Europe/Paris,Montataire (Montataire),49.251143,2.435958,60414,Montataire,Montataire (60160),admin:fr:60414,60160
14,stop_area:SNCF:87442442,Montauban - Prax Paris,Europe/Paris,Montauban - Prax Paris (Montauban),44.017505,1.358185,82121,Montauban,Montauban (82000),admin:fr:82121,82000
15,stop_area:SNCF:87752980,Montauban la Fobio,Europe/Paris,Montauban la Fobio (Montauban),44.012367,1.371558,82121,Montauban,Montauban (82000),admin:fr:82121,82000
16,stop_area:SNCF:87611244,Montauban Ville Bourbon,Europe/Paris,Montauban Ville Bourbon (Montauban),44.01444,1.341499,82121,Montauban,Montauban (82000),admin:fr:82121,82000
17,stop_area:SNCF:87471086,Montauban-de-Bretagne,Europe/Paris,Montauban-de-Bretagne (Montauban-de-Bretagne),48.190241,-2.052675,35184,Montauban-de-Bretagne,Montauban-de-Bretagne (35360),admin:fr:35184,35360
18,stop_area:SNCF:87612010,Montaudran,Europe/Paris,Montaudran (Toulouse),43.573691,1.480201,31555,Toulouse,Toulouse (31000-31500),admin:fr:31555,31000;31500
19,stop_area:SNCF:87279968,Montaulin Mairie,Europe/Paris,Montaulin Mairie (Montaulin),48.252239,4.193921,10245,Montaulin,Montaulin (10270),admin:fr:10245,10270
20,stop_area:SNCF:87319764,Montaulin Vallée Verte,Europe/Paris,Montaulin Vallée Verte (Montaulin),48.256127,4.197252,10245,Montaulin,Montaulin (10270),admin:fr:10245,10270
21,stop_area:SNCF:87672113,Montaut Bétharram,Europe/Paris,Montaut Bétharram (Montaut),43.126968,-0.198368,64400,Montaut,Montaut (64800),admin:fr:64400,64800
22,stop_area:SNCF:87713131,Montbard,Europe/Paris,Montbard (Montbard),47.618741,4.336212,21425,Montbard,Montbard (21500),admin:fr:21425,21500
23,stop_area:SNCF:87718866,Montbarrey,Europe/Paris,Montbarrey (Montbarrey),47.036011,5.63619,39350,Montbarrey,Montbarrey (39380),admin:fr:39350,39380
24,stop_area:SNCF:87611699,Montbartier,Europe/Paris,Montbartier (Montbartier),43.924141,1.264501,82123,Montbartier,Montbartier (82700),admin:fr:82123,82700
0,stop_area:SNCF:87571406,Montbazon,Europe/Paris,Montbazon (Montbazon),47.291629,0.721005,37154,Montbazon,Montbazon (37250),admin:fr:37154,37250
1,stop_area:SNCF:87184523,Montbéliard,Europe/Paris,Montbéliard (Montbéliard),47.51055,6.801336,25388,Montbéliard,Montbéliard (25200),admin:fr:25388,25200
2,stop_area:SNCF:87668111,Montbeugny Centre,Europe/Paris,Montbeugny Centre (Montbeugny),46.528502,3.488653,03180,Montbeugny,Montbeugny (03340),admin:fr:03180,03340
3,stop_area:SNCF:87396044,Montbizot,Europe/Paris,Montbizot (Montbizot),48.151323,0.190823,72205,Montbizot,Montbizot (72380),admin:fr:72205,72380
4,stop_area:SNCF:87726448,Montbrison,Europe/Paris,Montbrison (Montbrison),45.604481,4.07824,42147,Montbrison,Montbrison (42600),admin:fr:42147,42600
5,stop_area:SNCF:87694620,Montceau-les-Mines,Europe/Paris,Montceau-les-Mines (Montceau-les-Mines),46.670664,4.361026,71306,Montceau-les-Mines,Montceau-les-Mines (71300),admin:fr:71306,71300
6,stop_area:SNCF:87694307,Montchanin,Europe/Paris,Montchanin (Montchanin),46.759211,4.48147,71310,Montchanin,Montchanin (71210),admin:fr:71310,71210
7,stop_area:SNCF:87313346,Montdidier,Europe/Paris,Montdidier (Montdidier),49.64147,2.56295,80561,Montdidier,Montdidier (80500),admin:fr:80561,80500
8,stop_area:SNCF:87753046,Montech Boulevard Lagal,Europe/Paris,Montech Boulevard Lagal (Montech),43.956897,1.22736,82125,Montech,Montech (82700),admin:fr:82125,82700
9,stop_area:SNCF:87753020,Montech Lacoste,Europe/Paris,Montech Lacoste (Montech),43.959553,1.251369,82125,Montech,Montech (82700),admin:fr:82125,82700
10,stop_area:SNCF:87753038,Montech Pont Canal,Europe/Paris,Montech Pont Canal (Montech),43.95917,1.235694,82125,Montech,Montech (82700),admin:fr:82125,82700
11,stop_area:SNCF:87764001,Montélimar,Europe/Paris,Montélimar (Montélimar),44.558936,4.744726,26198,Montélimar,Montélimar (26200),admin:fr:26198,26200
12,stop_area:SNCF:87556522,Montelimar Gare Routière,Europe/Paris,Montelimar Gare Routière (Montélimar),44.559439,4.745107,26198,Montélimar,Montélimar (26200),admin:fr:26198,26200
13,stop_area:SNCF:87491183,Montendre,Europe/Paris,Montendre (Montendre),45.280514,-0.396233,17240,Montendre,Montendre (17130),admin:fr:17240,17130
14,stop_area:SNCF:87682302,Montereau,Europe/Paris,Montereau (Montereau-Fault-Yonne),48.379902,2.94293,77305,Montereau-Fault-Yonne,Montereau-Fault-Yonne (77130),admin:fr:77305,77130
15,stop_area:SNCF:87411454,Montérolier - Buchy,Europe/Paris,Montérolier - Buchy (Montérolier),49.603166,1.334721,76445,Montérolier,Montérolier (76680),admin:fr:76445,76680
16,stop_area:SNCF:87296418,Montescourt,Europe/Paris,Montescourt (Montescourt-Lizerolles),49.738786,3.25206,02504,Montescourt-Lizerolles,Montescourt-Lizerolles (02440),admin:fr:02504,02440
17,stop_area:SNCF:87586347,Montestruc-sur-Gers,Europe/Paris,Montestruc-sur-Gers (Montestruc-sur-Gers),43.793292,0.629399,32286,Montestruc-sur-Gers,Montestruc-sur-Gers (32390),admin:fr:32286,32390
18,stop_area:SNCF:87765818,Monteux,Europe/Paris,Monteux (Monteux),44.037355,4.994788,84080,Monteux,Monteux (84170),admin:fr:84080,84170
19,stop_area:SNCF:87765412,Montfavet,Europe/Paris,Montfavet (Avignon),43.932679,4.87404,84007,Avignon,Avignon (84000-84140),admin:fr:84007,84000;84140
20,stop_area:SNCF:87718106,Montferrand - Thoraise,Europe/Paris,Montferrand - Thoraise (Montferrand-le-Château),47.184628,5.907538,25397,Montferrand-le-Château,Montferrand-le-Château (25320),admin:fr:25397,25320
21,stop_area:SNCF:87690396,Montfey,Europe/Paris,Montfey (Montfey),48.066998,3.87491,10247,Montfey,Montfey (10130),admin:fr:10247,10130
22,stop_area:SNCF:87393892,Montfort-l'Amaury - Méré,Europe/Paris,Montfort-l'Amaury - Méré (Méré),48.802556,1.815514,78389,Méré,Méré (78490),admin:fr:78389,78490
23,stop_area:SNCF:87396291,Montfort-le-Gesnois,Europe/Paris,Montfort-le-Gesnois (Montfort-le-Gesnois),48.040576,0.406226,72241,Montfort-le-Gesnois,Montfort-le-Gesnois (72450),admin:fr:72241,72450
24,stop_area:SNCF:87471078,Montfort-sur-Meu,Europe/Paris,Montfort-sur-Meu (Montfort-sur-Meu),48.138878,-1.949141,35188,Montfort-sur-Meu,Montfort-sur-Meu (35160),admin:fr:35188,35160
0,stop_area:SNCF:87455006,Montgaillard,Europe/Paris,Montgaillard (Montgailhard),42.933631,1.634198,09207,Montgailhard,Montgailhard (09330),admin:fr:09207,09330
1,stop_area:SNCF:87635367,Montgenèvre Gare Routière,Europe/Paris,Montgenèvre Gare Routière (Montgenèvre),44.93163,6.725639,05085,Montgenèvre,Montgenèvre (05100),admin:fr:05085,05100
2,stop_area:SNCF:87682104,Montgeron - Crosne,Europe/Paris,Montgeron - Crosne (Montgeron),48.708074,2.462263,91421,Montgeron,Montgeron (91230),admin:fr:91421,91230
3,stop_area:SNCF:87381160,Montgeroult - Courcelles,Europe/Paris,Montgeroult - Courcelles (Montgeroult),49.080575,2.003829,95422,Montgeroult,Montgeroult (95650),admin:fr:95422,95650
4,stop_area:SNCF:87172056,Monthermé,Europe/Paris,Monthermé (Bogny-sur-Meuse),49.865621,4.74053,08081,Bogny-sur-Meuse,Bogny-sur-Meuse (08120),admin:fr:08081,08120
5,stop_area:SNCF:87279943,Montiéramey Église,Europe/Paris,Montiéramey Église (Montiéramey),48.230713,4.307763,10249,Montiéramey,Montiéramey (10270),admin:fr:10249,10270
6,stop_area:SNCF:87643783,Montierchaume Crevant,Europe/Paris,Montierchaume Crevant (Montierchaume),46.864431,1.792818,36128,Montierchaume,Montierchaume (36130),admin:fr:36128,36130
7,stop_area:SNCF:87643791,Montierchaume Rosiers,Europe/Paris,Montierchaume Rosiers (Montierchaume),46.845032,1.747298,36128,Montierchaume,Montierchaume (36130),admin:fr:36128,36130
8,stop_area:SNCF:87276089,Montigny - Beauchamp,Europe/Paris,Montigny - Beauchamp (Beauchamp),49.007575,2.197711,95051,Beauchamp,Beauchamp (95250),admin:fr:95051,95250
9,stop_area:SNCF:87345306,Montigny-en-Ostrevent,Europe/Paris,Montigny-en-Ostrevent (Montigny-en-Ostrevent),50.36151,3.188369,59414,Montigny-en-Ostrevent,Montigny-en-Ostrevent (59182),admin:fr:59414,59182
10,stop_area:SNCF:87117937,Montigny-les-Monts Mairie,Europe/Paris,Montigny-les-Monts Mairie (Montigny-les-Monts),48.103657,3.945731,10251,Montigny-les-Monts,Montigny-les-Monts (10130),admin:fr:10251,10130
11,stop_area:SNCF:87117598,Montigny-sur-Chiers Eglise,Europe/Paris,Montigny-sur-Chiers Eglise (Montigny-sur-Chiers),49.478758,5.669597,54378,Montigny-sur-Chiers,Montigny-sur-Chiers (54870),admin:fr:54378,54870
12,stop_area:SNCF:87194480,Montigny-sur-Chiers la Roche,Europe/Paris,Montigny-sur-Chiers la Roche (Montigny-sur-Chiers),49.476407,5.657514,54378,Montigny-sur-Chiers,Montigny-sur-Chiers (54870),admin:fr:54378,54870
13,stop_area:SNCF:87684100,Montigny-sur-Loing,Europe/Paris,Montigny-sur-Loing (Montigny-sur-Loing),48.336239,2.738863,77312,Montigny-sur-Loing,Montigny-sur-Loing (77690),admin:fr:77312,77690
14,stop_area:SNCF:87413724,Montivilliers,Europe/Paris,Montivilliers (Montivilliers),49.543002,0.18957,76447,Montivilliers,Montivilliers (76290),admin:fr:76447,76290
15,stop_area:SNCF:87618207,Montlaur,Europe/Paris,Montlaur (Montlaur),43.475022,1.577921,31384,Montlaur,Montlaur (31450),admin:fr:31384,31450
16,stop_area:SNCF:87571273,Montlouis,Europe/Paris,Montlouis (Montlouis-sur-Loire),47.391564,0.817476,37156,Montlouis-sur-Loire,Montlouis-sur-Loire (37270),admin:fr:37156,37270
17,stop_area:SNCF:87417840,Montluçon - LEM,Europe/Paris,Montluçon - LEM (Montluçon),46.338253,2.60962,03185,Montluçon,Montluçon (03100),admin:fr:03185,03100
18,stop_area:SNCF:87323675,Montluçon - Rimard,Europe/Paris,Montluçon - Rimard (Montluçon),46.33536,2.610771,03185,Montluçon,Montluçon (03100),admin:fr:03185,03100
19,stop_area:SNCF:87641001,Montluçon - ville,Europe/Paris,Montluçon - ville (Montluçon),46.338101,2.596159,03185,Montluçon,Montluçon (03100),admin:fr:03185,03100
20,stop_area:SNCF:87723569,Montluel,Europe/Paris,Montluel (Montluel),45.847783,5.05753,01262,Montluel,Montluel (01120),admin:fr:01262,01120
21,stop_area:SNCF:87194209,Montmédy,Europe/Paris,Montmédy (Montmédy),49.522878,5.371672,55351,Montmédy,Montmédy (55600),admin:fr:55351,55600
22,stop_area:SNCF:87741181,Montmélian,Europe/Paris,Montmélian (Montmélian),45.503082,6.043175,73171,Montmélian,Montmélian (73800),admin:fr:73171,73800
23,stop_area:SNCF:87583674,Montmoreau,Europe/Paris,Montmoreau (Montmoreau),45.398367,0.13823,16230,Montmoreau,Montmoreau (16190),admin:fr:16230,16190
24,stop_area:SNCF:87575480,Montmorillon,Europe/Paris,Montmorillon (Montmorillon),46.417498,0.8737470000000001,86165,Montmorillon,Montmorillon (86500),admin:fr:86165,86500
0,stop_area:SNCF:87481713,Montoir-de-Bretagne,Europe/Paris,Montoir-de-Bretagne (Montoir-de-Bretagne),47.321014,-2.161705,44103,Montoir-de-Bretagne,Montoir-de-Bretagne (44550),admin:fr:44103,44550
1,stop_area:SNCF:87769521,Montoison,Europe/Paris,Montoison (Montoison),44.796949,4.941699,26208,Montoison,Montoison (26800),admin:fr:26208,26800
2,stop_area:SNCF:87781534,Montpaon,Europe/Paris,Montpaon (Fondamente),43.868524,3.109722,12155,Fondamente,Fondamente (12540),admin:fr:12155,12540
3,stop_area:SNCF:87773002,Montpellier Saint-Roch,Europe/Paris,Montpellier Saint-Roch (Montpellier),43.604738,3.880674,34172,Montpellier,Montpellier (34000-34090),admin:fr:34172,34000;34090
4,stop_area:SNCF:87688887,Montpellier Sud de France,Europe/Paris,Montpellier Sud de France (Montpellier),43.595146,3.924009,34172,Montpellier,Montpellier (34000-34090),admin:fr:34172,34000;34090
5,stop_area:SNCF:87595322,Montpon-Ménestérol,Europe/Paris,Montpon-Ménestérol (Montpon-Ménestérol),45.006329,0.159326,24294,Montpon-Ménestérol,Montpon-Ménestérol (24700),admin:fr:24294,24700
6,stop_area:SNCF:87611848,Montrabé,Europe/Paris,Montrabé (Montrabé),43.644907,1.524006,31389,Montrabé,Montrabé (31850),admin:fr:31389,31850
7,stop_area:SNCF:87743500,Montréal,Europe/Paris,Montréal (Montréal-la-Cluse),46.184733,5.576972,01265,Montréal-la-Cluse,Montréal-la-Cluse (01460),admin:fr:01265,01460
